2113,2146,8484,16901,14822,14791,10693,16936,14886,16872,12678,16904,16935,14822,16872,14822,16970,14760,16871,18918,18985,8516,12711,14467,10436,12710,14823,4258,4258,12679,12712,12679,2146,10565,14793,12678,2113,8452,12713,14824,2145,6339,12680,12713,10565,2113,12678,18987,10533,4262,2147,2145,2113,2113,2145,2113,2113,2113,4197,4229,2113,6343,14856,16939,2179,4262,14824,16904,6339,2113,2113,4231,2149,2147,10600,16937,14825,2115,4229,4262
10500,14630,18855,20998,21001,16871,8420,12678,16711,22890,12550,20777,18826,18598,20713,16650,14728,14694,21128,21158,19048,14823,10598,12450,10468,14790,14791,10597,4291,14824,10599,14824,6371,12678,14793,12710,2113,6371,12680,12678,2145,2178,12712,8486,10565,2113,8485,14793,12646,6342,2115,2113,2113,2113,2113,2113,2113,2113,4197,4229,2114,6342,10597,14826,8453,4230,10565,14791,10565,2145,2113,4230,4197,4262,4293,12711,14857,8455,8454,12679
6274,18727,16904,23015,22858,14759,2113,12550,12518,20873,12517,14599,20810,14535,18826,14537,12613,8516,21161,21160,19049,14823,10630,18820,14790,16904,14791,10565,8452,6372,16905,16905,12712,4226,10535,4229,2113,4258,16906,14824,2145,2113,14792,16905,8484,2113,2114,14762,16871,12681,16905,10597,16904,14855,12678,14824,16904,16904,8486,14824,10565,14793,65,6343,4227,4230,2145,4226,4258,2145,2113,4230,4230,4231,4262,2147,10600,14825,6372,19049
16677,18697,16648,16616,16584,14727,8548,12742,14854,18920,14694,12775,12775,12742,18953,14791,12806,14887,14857,10631,14855,14855,14822,23173,21159,14823,14823,14726,8419,10532,8355,18825,18922,14696,16839,14793,10631,12678,16904,19051,14792,10598,16904,16938,16937,12678,8485,14826,4193,14825,14792,8452,14824,16903,8452,12710,6339,12710,12679,16969,16936,16905,65,6343,12646,12680,10597,10630,10597,10597,10597,12680,12680,12681,12681,12680,16905,16937,16937,14791
18853,23114,18985,21129,21096,16838,12806,15015,12837,16999,14822,12870,19047,8742,21064,10821,19145,12837,12776,8486,10597,16904,14823,21126,23142,14662,18887,23178,21098,21130,25097,12389,12583,24939,23175,14823,10566,8455,8484,10598,10567,8486,8484,8518,12680,8453,6372,16874,12678,14825,16905,10565,16872,16904,10597,14823,6339,12710,12679,10599,14824,16905,12678,10569,8453,10567,8484,8485,8484,8484,8484,8486,8519,8488,10567,10567,8485,8452,6339,2113
18886,23177,21098,21194,23113,20999,18887,10757,10725,16903,16838,12806,12870,12742,21001,14855,10823,14789,18888,8455,14824,14823,12678,8548,16807,12612,18951,21096,19050,23210,22953,18601,10534,20998,21095,14822,2146,4261,4229,2145,2146,4261,2147,2145,4262,2148,2179,12682,8420,6342,14792,12678,12678,6339,6371,16904,12677,10597,12679,10567,14791,8487,8452,8456,2147,4262,2113,2113,2145,2113,2113,4230,4231,4231,6311,6310,2114,2112,2113,2145
16807,14726,22793,18696,20873,16741,18790,18822,10630,8420,14596,12678,12677,14726,10436,16806,12744,12646,14629,12517,10565,4226,2145,2145,8419,10565,10532,8451,4226,8387,12516,6244,8455,16742,14724,8454,4228,2114,4262,2180,2145,2114,6310,2114,4262,2148,2114,6311,2113,4262,12712,12710,16904,14791,14791,14823,19017,14823,12712,14794,10566,8423,2114,4295,2147,4262,2113,2113,2113,2113,2113,4230,4230,4231,4262,4262,2146,2113,2113,6339
12581,12550,18664,14567,20777,14563,12418,14531,12450,2112,10403,2145,4226,10598,16743,14597,14566,6241,6340,18823,12581,2113,2113,2145,12678,10565,6371,4194,4161,2145,2113,6242,2147,12517,6242,2114,4262,4197,2146,4261,4197,2113,6311,2146,4262,2148,65,6311,2113,6407,14825,10597,8484,4226,6339,6371,6372,10597,8486,8487,10598,6343,2081,4295,2147,4262,2113,2113,2113,2113,2113,4230,4230,4231,4262,4262,2146,64,2113,2113
18919,20937,16744,16904,18856,12613,12483,10337,16579,4193,12451,2113,8484,19046,19142,12646,12485,12515,8389,12583,18855,25226,31727,29549,40147,40146,48598,48631,33807,40147,27501,16775,4162,12451,8389,2114,2115,4294,2181,2115,4262,2114,4262,2146,4262,2148,66,6311,4259,16972,21196,25388,27501,27501,27501,27501,23308,19081,12712,4229,2114,6343,33,4295,2147,4262,2113,2113,2113,2113,2113,4230,4230,4231,4263,6310,2146,2113,2113,2113
18950,23145,19016,21096,18918,12709,14499,6241,16611,4193,12451,2113,10596,19078,21125,12614,12487,10403,23082,31663,33840,39919,38066,27501,29582,38001,48566,52792,40179,50712,52727,42068,29358,14597,6276,4261,2114,2114,4230,2148,4262,65,4262,2146,4262,2148,6373,25328,27501,31698,27504,27501,27501,27501,27501,27501,27501,27502,29617,27505,14824,6343,66,4295,2147,4262,2113,2113,2113,2113,2113,4230,4230,4231,4263,4262,2114,65,2113,2113
18890,16873,14695,16839,12709,8483,14499,6209,16579,6209,12483,4161,8484,8516,10564,14598,12550,27373,42066,46226,40016,39919,35953,38066,33808,35920,46485,46485,38066,46454,50487,44084,42002,31566,12743,2148,4261,2114,4197,4229,6311,2114,4294,2146,4262,19018,25422,31732,27501,31698,27504,27501,27501,27501,27501,27501,27501,27502,29617,29650,27502,29553,14824,4295,2147,4262,2113,2113,2113,2113,2145,4229,6343,8423,6375,6343,2146,2113,2113,2113
