29286,54674,50514,17064,23402,25515,19080,10629,12773,12806,12806,14886,14886,14886,10693,14886,14886,14886,16836,14788,16836,14788,16836,14788,16836,16836,16836,16836,16836,16836,16836,16836,14788,16836,16836,14788,16836,16836,16836,16836,16836,14788,16836,16836,16868,16836,14788,14788,16836,16836,16836,16836,14788,16868,16868,16869,29612,27532,23274,16868,16836,16836,16836,14788,16836,14788,16836,16836,14788,14788,16836,16836,14788,16836,16836,16836,14788,16836,14788,14788
39882,48269,48269,39882,35721,29578,19112,10629,12741,12806,12806,14886,14886,14886,10693,14886,14886,14886,16869,16836,14788,14788,16836,14788,16836,16836,16836,16836,14788,16836,16836,16868,14788,16868,16836,16868,16836,16836,16836,16836,16836,16836,16836,14788,16836,16836,16836,16836,16836,16836,16836,16836,16901,23240,27499,35951,46451,52856,57051,54970,48631,35919,18982,14820,16836,14788,16836,16836,14788,14788,14788,16836,14788,16836,16836,14788,16836,14788,14788,16836
37736,37737,37736,39816,39816,37736,23207,10629,10693,12806,12806,14854,14886,14886,10693,14886,14886,14886,16868,14788,14788,14788,16836,16836,14788,16836,16836,16836,14788,16836,16836,16836,16836,16836,14788,16868,16836,16836,16836,16836,14788,16868,16836,16836,14788,16836,14788,16836,16836,16836,16868,25385,29612,25386,29612,38064,46516,54936,59196,63390,61310,57050,46484,23241,16868,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,14788,16868
37704,41930,44043,44042,37736,37704,23240,10629,12741,12806,12806,12806,14886,14886,10661,14886,14886,14886,16869,16836,16836,16836,16836,16836,14788,16836,16836,16836,14788,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16868,16836,16836,16836,16836,16836,16836,16836,16836,29611,33870,23273,21193,29612,38064,48532,54936,59196,63390,61310,59131,52791,42290,23273,16836,16836,16836,16836,14820,16868,14788,16836,16836,16836,16836,16836,16836,14788,16836
23045,25126,48238,52463,21031,25288,21225,10629,12742,12806,12806,14854,14886,14886,10661,14886,14886,14886,14821,16836,16836,16836,14788,14788,16836,16836,16836,16868,16836,16836,16836,16836,14788,16836,14788,14788,14788,16836,16836,16836,16836,16868,16868,16836,16836,16836,16836,16836,16836,23272,38096,29644,19080,21193,29612,38064,48532,54936,59196,63390,61310,59163,52823,44403,38031,19014,16836,16836,14788,16836,16836,14788,16836,14788,16836,16836,16868,16836,14788,16836
27369,18819,46157,56754,31627,25580,21289,10629,12741,12806,12806,14854,14886,14886,10693,14886,14886,14886,16869,14788,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,14788,16836,14788,16836,16836,16836,16836,14788,16836,16868,16836,16836,16836,16836,16836,16868,33838,40144,27564,19080,21193,29612,38064,46483,54904,59164,63390,61310,59163,52823,46451,38064,29612,16836,16836,16836,16836,16836,16836,16836,14788,16836,16836,14788,16836,14788,16836
31628,20899,44143,58868,37900,25547,23370,10629,12741,12806,12806,14854,14886,14886,10661,14886,14886,14886,14821,16836,16836,16836,16836,16836,16836,16836,16868,16836,16836,16836,16836,16836,16836,16836,16836,16836,14788,16836,16836,16836,16868,16836,16836,16836,16836,16836,16836,16836,16901,38000,40176,27531,19080,21193,29612,38064,46483,52856,59164,63358,61310,59163,52823,46451,38064,33838,16869,16836,16836,14788,16836,16836,16836,14788,14788,16836,16836,14788,16836,16836
33741,20900,35658,58900,44206,25515,23370,10629,10693,12806,12806,14854,14886,14886,10661,14854,14886,14886,14821,16836,16836,16836,16836,16836,16836,16868,16868,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,14788,16836,16836,16836,16836,21160,31532,40112,27531,19080,21193,29612,38064,46483,52823,57083,61310,61310,59131,52823,46451,38032,31757,21095,19047,19047,19047,16902,14788,16868,16836,16836,16836,16836,14788,16836,16836
33741,23176,29319,56755,50415,25548,23402,10661,10693,12806,12806,14854,14886,14886,10661,14854,14886,14886,16869,16836,16836,16836,16868,16836,16836,16836,16836,16836,16836,16836,16836,16836,14788,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16868,23305,33903,38064,27531,19080,21193,29612,38032,46451,52791,57050,59197,61277,57083,50710,44403,38031,38032,42259,44372,48533,35887,35918,16868,16836,16836,14788,16836,16836,14788,16836,16836
31660,29516,23012,52562,54544,25548,23402,10661,10694,12806,12806,14854,14886,14886,10661,14854,14886,14886,16901,16836,16836,16836,16836,16836,16836,16868,16868,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,14788,14788,14788,16836,16836,16836,16901,35887,35951,33841,50679,54937,35983,38064,27499,29516,35888,38066,35918,44370,50678,50744,52824,46485,52824,50712,40145,38031,42291,63389,63389,63357,52791,42225,29546,25321,16836,16836,14788,14788,16836,16868,16836
31596,35887,20932,46223,56656,33772,23435,10661,10693,12806,14854,14854,14886,14886,10693,14854,14886,14886,16869,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16836,16868,16836,16836,16836,16836,16836,16836,16836,16836,29645,44371,48564,46517,63422,63422,42290,35983,33772,19404,33933,46419,38066,40144,46451,46452,23563,17450,31853,52823,40178,33838,35919,63389,61276,59162,54904,35984,40145,27466,16868,16836,16836,16836,16836,16836,16836
